Provider.ID,Hospital.Name,Measure.ID,Gastrointestinal,Eye,Nervous.System,Musculoskeletal,Skin,Genitourinary,Cardiovascular,Measure.Start.Date,Measure.End.Date,lat,lon
50435,FALLBROOK HOSPITAL DISTRICT,OP-26,240,0,13,90,18,55,36,01/01/2013,12/31/2013,33.38019787700006,117.244459399
50438,HUNTINGTON MEMORIAL HOSPITAL,OP-26,1329,12,465,120,159,470,1398,01/01/2013,12/31/2013,34.13575663200004,118.15236641499996
50441,STANFORD HOSPITAL,OP-26,4738,4440,2800,3500,5026,1365,1979,01/01/2013,12/31/2013,37.433039198000074,122.17587757799998
50444,MERCY MEDICAL CENTER,OP-26,1227,304,527,745,1140,123,231,01/01/2013,12/31/2013,37.338748321000025,120.46671867899994
50454,UCSF MEDICAL CENTER,OP-26,823,2606,1107,2573,13701,1812,204,01/01/2013,12/31/2013,37.76355182300006,122.45763194399996
50455,SAN JOAQUIN COMMUNITY HOSPITAL,OP-26,2761,132,378,699,467,447,3188,01/01/2013,12/31/2013,35.383102164000036,119.01889546199999
50457,ST MARY'S MEDICAL CENTER,OP-26,628,682,24,418,81,67,282,01/01/2013,12/31/2013,37.77365715900004,122.45441520399999
50464,DOCTORS MEDICAL CENTER,OP-26,2843,556,1197,1235,2391,406,467,01/01/2013,12/31/2013,37.66490941100005,120.99625441999996
50468,MEMORIAL HOSPITAL OF GARDENA,OP-26,359,246,0,100,60,90,40,01/01/2013,12/31/2013,33.89240788500007,118.29503966899995
50471,GOOD SAMARITAN HOSPITAL,OP-26,1010,1539,187,636,49,257,349,01/01/2013,12/31/2013,34.05325613600007,118.26536141199995
50481,WEST HILLS HOSPITAL & MEDICAL CENTER,OP-26,327,10,19,48,29,143,90,01/01/2013,12/31/2013,34.203370722000045,118.62938575999999
50485,LONG BEACH MEMORIAL MEDICAL CENTER,OP-26,363,201,93,526,32,244,121,01/01/2013,12/31/2013,33.808070075000046,118.18506243499996
50488,EDEN MEDICAL CENTER,OP-26,180,113,12,65,18,148,133,01/01/2013,12/31/2013,37.69708918500004,122.08701129999997
50492,CLOVIS COMMUNITY MEDICAL CENTER,OP-26,2933,0,30,3017,88,764,99,01/01/2013,12/31/2013,36.837445579000075,119.66071551399995
50496,JOHN MUIR MEDICAL CENTER - CONCORD CAMPUS,OP-26,1608,0,29,45,97,449,713,01/01/2013,12/31/2013,37.98353086700007,122.03463409599999
50498,SUTTER AUBURN FAITH HOSPITAL,OP-26,3088,0,50,517,484,109,211,01/01/2013,12/31/2013,38.944329966000055,121.09914292999997
50502,SAINT VINCENT MEDICAL CENTER,OP-26,1805,71,64,819,47,109,670,01/01/2013,12/31/2013,34.06315761400003,118.27338253199997
50503,SCRIPPS MEMORIAL HOSPITAL - ENCINITAS,OP-26,1350,0,64,145,27,262,222,01/01/2013,12/31/2013,33.03624751700005,117.28340998099998
50506,SIERRA VISTA REGIONAL MEDICAL CENTER,OP-26,284,0,249,435,1093,174,222,01/01/2013,12/31/2013,35.29098763400003,120.66643794899994
50516,MERCY SAN JUAN MEDICAL CENTER,OP-26,2172,1195,480,710,1100,232,532,01/01/2013,12/31/2013,38.66806752200006,121.31369999399999
50517,VICTOR VALLEY GLOBAL MEDICAL CENTER,OP-26,697,0,8,291,152,32,233,01/01/2013,12/31/2013,34.528246152000065,117.29255964799995
50523,SUTTER DELTA MEDICAL CENTER,OP-26,1052,63,76,123,97,50,22,01/01/2013,12/31/2013,37.982383792000064,121.80552498499998
50526,HUNTINGTON BEACH HOSPITAL,OP-26,46,0,0,0,3,0,3,01/01/2013,12/31/2013,33.70369062700007,117.98904662399997
50528,MEMORIAL HOSPITAL LOS BANOS,OP-26,222,0,0,0,0,14,0,01/01/2013,12/31/2013,37.063397562000034,120.85995100399998
50534,JOHN F KENNEDY MEMORIAL HOSPITAL,OP-26,555,353,118,2135,1507,124,43,01/01/2013,12/31/2013,33.706773361000046,116.23390938799997
50537,SUTTER DAVIS HOSPITAL,OP-26,2589,216,111,398,11,83,32,01/01/2013,12/31/2013,38.562893160000044,121.77163509899998
50543,COLLEGE HOSPITAL COSTA MESA,OP-26,0,0,0,0,0,0,0,01/01/2013,12/31/2013,33.65259268900007,117.91186909199996
50547,SONOMA DEVELOPMENTAL CENTER,OP-26,NA,NA,NA,NA,NA,NA,NA,01/01/2013,12/31/2013,38.34879886600004,122.50969937299999
50549,LOS ROBLES HOSPITAL & MEDICAL CENTER,OP-26,1544,0,157,372,87,273,484,01/01/2013,12/31/2013,34.20641850700002,118.88280249099995
50551,LOS ALAMITOS MEDICAL CENTER,OP-26,1211,111,185,1477,2847,264,333,01/01/2013,12/31/2013,33.80318785700007,118.06679914399996
50552,MOTION PICTURE & TELEVISION HOSPITAL,OP-26,1591,199,1180,601,117,14,0,01/01/2013,12/31/2013,34.158396854000046,118.636052587
50557,MEMORIAL  MEDICAL CENTER,OP-26,3108,1658,0,708,0,127,3,01/01/2013,12/31/2013,37.668660088000024,120.97566429599999
50567,MISSION HOSPITAL REGIONAL MED CENTER,OP-26,5810,50,117,705,2416,310,645,01/01/2013,12/31/2013,33.560831879000034,117.66685940999997
50568,MADERA COMMUNITY HOSPITAL,OP-26,509,0,184,69,5,53,15,01/01/2013,12/31/2013,36.94538316300003,120.04470009699997
50570,FOUNTAIN VALLEY REGIONAL HOSPITAL & MEDICAL CENTER,OP-26,1766,0,315,1321,2357,375,666,01/01/2013,12/31/2013,33.71503023200006,117.93698653099995
50573,EISENHOWER MEDICAL CENTER,OP-26,1145,124,2548,9979,7292,778,1550,01/01/2013,12/31/2013,33.76418081300005,116.40807679599999
50575,GARDENS REGIONAL HOSPITAL AND MEDICAL CENTER,OP-26,1009,0,221,158,15,108,13,01/01/2013,12/31/2013,33.83370383000005,118.08177291299995
50580,LA PALMA INTERCOMMUNITY HOSPITAL,OP-26,82,167,0,0,6,2,2,01/01/2013,12/31/2013,33.84754955400007,118.03730303399999
50581,LAKEWOOD REGIONAL MEDICAL CENTER,OP-26,867,115,151,881,1550,293,622,01/01/2013,12/31/2013,33.860205765000046,118.14896738899995
50586,CHINO VALLEY MEDICAL CENTER,OP-26,0,103,0,18,0,1,0,01/01/2013,12/31/2013,34.02627307300003,117.68557937999998
50588,SAN DIMAS COMMUNITY HOSPITAL,OP-26,123,0,1,0,4,71,14,01/01/2013,12/31/2013,34.09907551800006,117.83432657599997
50589,PLACENTIA LINDA HOSPITAL,OP-26,1265,198,203,1099,2309,102,52,01/01/2013,12/31/2013,33.886721968000074,117.84207067199998
50590,METHODIST HOSPITAL OF SACRAMENTO,OP-26,1746,564,157,554,240,130,34,01/01/2013,12/31/2013,38.46419544200006,121.41742145499995
50597,FOOTHILL PRESBYTERIAN HOSPITAL,OP-26,591,312,116,40,8,103,17,01/01/2013,12/31/2013,34.13317391000004,117.87251526699998
50599,UNIVERSITY OF CALIFORNIA DAVIS MEDICAL CENTER,OP-26,6203,3202,3679,4115,18102,2150,1673,01/01/2013,12/31/2013,38.55406806800005,121.45719438299994
50603,SADDLEBACK MEMORIAL MEDICAL CENTER,OP-26,118,7,63,201,44,206,94,01/01/2013,12/31/2013,33.60802273400003,117.70825152199996
50608,DELANO REGIONAL MEDICAL CENTER,OP-26,491,0,14,82,6,157,33,01/01/2013,12/31/2013,35.76144755000007,119.23886328199995
50616,ST JOHNS PLEASANT VALLEY HOSPITAL,OP-26,701,0,110,395,28,36,67,01/01/2013,12/31/2013,34.24363951400005,119.01857931399996
50624,HENRY MAYO NEWHALL  HOSPITAL,OP-26,1060,281,117,1414,902,475,646,01/01/2013,12/31/2013,34.395446882000044,118.55476053299998
50625,CEDARS-SINAI MEDICAL CENTER,OP-26,8390,393,5020,4735,666,1840,3067,01/01/2013,12/31/2013,34.076813306000076,118.38055971999995
50633,TWIN CITIES COMMUNITY HOSPITAL,OP-26,278,7,119,997,1487,123,109,01/01/2013,12/31/2013,35.554428064000035,120.71883911599997
50636,POMERADO HOSPITAL,OP-26,778,85,132,315,213,127,109,01/01/2013,12/31/2013,32.99582303400007,117.05791226799994
50641,EAST LOS ANGELES DOCTORS HOSPITAL,OP-26,833,205,0,38,75,28,6,01/01/2013,12/31/2013,34.02390364100006,118.18415547899997
50663,LOS ANGELES COMMUNITY HOSPITAL,OP-26,262,0,0,49,0,1,4,01/01/2013,12/31/2013,34.018918058000054,118.18683925399995
50668,LAGUNA HONDA HOSPITAL & REHABILITATION CENTER,OP-26,7,0,0,14,548,2,0,01/01/2013,12/31/2013,37.747610173000055,122.45876376199999
50678,ORANGE COAST MEMORIAL MEDICAL CENTER,OP-26,334,0,112,351,41,332,61,01/01/2013,12/31/2013,33.70166035600005,117.95655206999999
50684,MENIFEE VALLEY MEDICAL CENTER,OP-26,127,343,1,122,45,57,100,01/01/2013,12/31/2013,33.71782630000007,117.16778918299997
50688,SAINT LOUISE REGIONAL HOSPITAL,OP-26,515,148,14,95,1860,28,83,01/01/2013,12/31/2013,37.03641289900003,121.57368753599997
50689,SAN RAMON REGIONAL MEDICAL CTR,OP-26,1592,688,209,634,1013,284,140,01/01/2013,12/31/2013,37.77573933300005,121.95902390199996
50696,KECK HOSPITAL OF USC,OP-26,1680,762,484,3103,433,378,573,01/01/2013,12/31/2013,34.06202031200007,118.20320856899997
50697,PATIENTS' HOSPITAL OF REDDING,OP-26,22,80,17,318,203,97,12,01/01/2013,12/31/2013,40.58549787900006,122.41668143199996
50701,SOUTHWEST HEALTHCARE SYSTEM,OP-26,462,0,23,153,16,204,175,01/01/2013,12/31/2013,33.55784746900002,117.18445777999995
50704,MISSION COMMUNITY HOSPITAL,OP-26,85,0,88,207,6,21,15,01/01/2013,12/31/2013,34.22145348000004,118.45651928999996
50708,FRESNO SURGICAL HOSPITAL,OP-26,9,0,2619,2354,16,515,0,01/01/2013,12/31/2013,36.82501119600005,119.78144403199997
50709,DESERT VALLEY HOSPITAL,OP-26,1287,0,1,0,1011,158,350,01/01/2013,12/31/2013,34.47092825500005,117.29778008799997
50714,SUTTER MATERNITY & SURGERY CENTER OF SANTA CRUZ,OP-26,2788,510,0,652,0,67,0,01/01/2013,12/31/2013,36.98767075400008,121.97817712999995
50717,LAC/RANCHO LOS AMIGOS NATIONAL REHABILITATION  CTR,OP-26,83,0,0,0,0,0,0,01/01/2013,12/31/2013,33.927200398000025,118.15750585999996
50724,BAKERSFIELD HEART HOSPITAL,OP-26,NA,NA,NA,NA,NA,NA,NA,01/01/2013,12/31/2013,35.38601848400003,119.04003609199998
50726,STANISLAUS SURGICAL HOSPITAL,OP-26,940,1180,1560,494,11,137,0,01/01/2013,12/31/2013,37.66472043700003,120.95761380199997
50727,COMMUNITY HOSPITAL OF LONG BEACH,OP-26,188,27,0,88,4,6,2,01/01/2013,12/31/2013,33.78886038500008,118.14588600599996
50732,FRESNO HEART AND SURGICAL HOSPITAL,OP-26,1619,0,0,2,41,0,861,01/01/2013,12/31/2013,36.86091933600005,119.78885538799994
50735,WHITTIER HOSPITAL MEDICAL CENTER,OP-26,1628,198,63,76,64,89,181,01/01/2013,12/31/2013,33.95062346700007,118.00516358899995
50736,MONTEREY PARK HOSPITAL,OP-26,1192,133,62,143,512,549,46,01/01/2013,12/31/2013,34.049987859000055,118.13857745599995
50737,GARFIELD MEDICAL CENTER,OP-26,2126,175,56,273,883,1132,1144,01/01/2013,12/31/2013,34.067632666000065,118.12292618499998
50738,GREATER EL MONTE COMMUNITY HOSPITAL,OP-26,162,177,0,0,0,0,15,01/01/2013,12/31/2013,34.048023544000046,118.04247101799996
50739,CENTINELA HOSPITAL MEDICAL CENTER,OP-26,157,40,0,139,390,49,441,01/01/2013,12/31/2013,33.949087476000045,118.34777960699995
50740,MARINA DEL REY HOSPITAL,OP-26,66,0,944,258,59,81,10,01/01/2013,12/31/2013,33.98165738500006,118.44010209799995
50742,OLYMPIA MEDICAL CENTER,OP-26,933,863,156,223,293,85,32,01/01/2013,12/31/2013,34.05754369700003,118.36008367299996
50744,WESTERN MEDICAL CENTER HOSP ANAHEIM,OP-26,125,0,7,64,16,49,81,01/01/2013,12/31/2013,33.820059567000044,117.908790195
50745,CHAPMAN MEDICAL CENTER,OP-26,237,0,175,154,58,2,0,01/01/2013,12/31/2013,33.78784752900003,117.82585932099994
50746,WESTERN MEDICAL CENTER SANTA ANA,OP-26,550,39,116,58,230,35,282,01/01/2013,12/31/2013,33.75367965600003,117.83418313099997
50747,COASTAL COMMUNITIES HOSPITAL,OP-26,289,182,205,26,15,57,50,01/01/2013,12/31/2013,33.71111938700005,117.88538619899998
50751,MIRACLE MILE MEDICAL CENTER,OP-26,0,0,0,0,0,0,0,01/01/2013,12/31/2013,34.057461286000034,118.36214968599995
50754,MENLO PARK SURGICAL HOSPITAL,OP-26,2,0,0,583,0,0,0,01/01/2013,12/31/2013,37.46208246100008,122.15946447599998
50755,SHERMAN OAKS HOSPITAL,OP-26,24,0,35,280,7,2,7,01/01/2013,12/31/2013,34.16019126500004,118.44873216899998
50757,ALVARADO HOSPITAL MEDICAL CENTER,OP-26,693,0,413,158,101,59,300,01/01/2013,12/31/2013,32.777044027000045,117.05637474299999
50758,MONTCLAIR HOSPITAL MEDICAL CENTER,OP-26,157,0,41,0,7,5,1,01/01/2013,12/31/2013,34.077687887000025,117.69553970399994
50761,PROVIDENCE TARZANA MEDICAL CENTER,OP-26,914,0,181,608,1838,431,399,01/01/2013,12/31/2013,34.16979783900007,118.53259984899995
50763,SILVER LAKE MEDICAL CENTER,OP-26,25,4,0,198,0,0,53,01/01/2013,12/31/2013,34.06877794800005,118.26336828799998
50764,SHASTA REGIONAL MEDICAL CENTER,OP-26,898,0,23,266,1595,22,548,01/01/2013,12/31/2013,40.58534347300008,122.38689955599995
50766,SUTTER SURGICAL HOSPITAL - NORTH VALLEY,OP-26,50,0,100,82,5,0,67,01/01/2013,12/31/2013,39.13216054600008,121.61353639799995
50769,HOAG ORTHOPEDIC INSTITUTE,OP-26,0,0,0,748,0,0,0,01/01/2013,12/31/2013,33.66200076600006,117.77337908599998
50770,LOMA LINDA UNIVERSITY MEDICAL CENTER-MURRIETA,OP-26,369,0,34,118,30,34,1418,01/01/2013,12/31/2013,33.61349807200003,117.16895728499998
50771,COAST PLAZA HOSPITAL,OP-26,61,5,0,27,0,0,20,01/01/2013,12/31/2013,33.90621323200003,118.08194758799999
50773,SAN LEANDRO HOSPITAL,OP-26,165,0,2,0,9,13,451,01/01/2013,12/31/2013,37.714586584000074,122.14186682799999
50775,TEMECULA VALLEY HOSPITAL,OP-26,0,0,0,0,0,0,0,01/01/2013,12/31/2013,33.47956074600006,117.10482373699995
50776,COLLEGE MEDICAL CENTER,OP-26,NA,NA,NA,NA,NA,NA,NA,01/01/2013,12/31/2013,33.80730035000005,118.19363656399997
51300,EASTERN PLUMAS HOSPITAL - PORTOLA CAMPUS,OP-26,NA,NA,NA,NA,NA,NA,NA,01/01/2013,12/31/2013,39.80520473400003,120.47088071799999
51302,SOUTHERN INYO HOSPITAL,OP-26,NA,NA,NA,NA,NA,NA,NA,01/01/2013,12/31/2013,36.60839834700005,118.05815933499997
51303,MAMMOTH HOSPITAL,OP-26,NA,NA,NA,NA,NA,NA,NA,01/01/2013,12/31/2013,37.64384243200004,118.963924067
51311,BIGGS GRIDLEY MEMORIAL HOSPITAL,OP-26,NA,NA,NA,NA,NA,NA,NA,01/01/2013,12/31/2013,39.36700825500003,121.68954897199995
51314,KERN VALLEY HEALTHCARE DISTRICT,OP-26,534,0,0,4,1,34,0,01/01/2013,12/31/2013,35.63532324400006,118.40634892699995
51315,TRINITY HOSPITAL,OP-26,NA,NA,NA,NA,NA,NA,NA,01/01/2013,12/31/2013,40.73783760100008,122.94037277599995
51319,MERCY MEDICAL CENTER OF MT SHASTA,OP-26,291,68,183,346,505,18,3,01/01/2013,12/31/2013,41.31892133900004,122.32312253299995
51320,BANNER LASSEN MEDICAL CENTER,OP-26,239,21,5,92,13,44,19,01/01/2013,12/31/2013,40.43813632400003,120.62492834999995
51321,HEALDSBURG DISTRICT HOSPITAL,OP-26,NA,NA,NA,NA,NA,NA,NA,01/01/2013,12/31/2013,38.62754088100007,122.86377545799996
51327,SENECA DISTRICT HOSPITAL,OP-26,NA,NA,NA,NA,NA,NA,NA,01/01/2013,12/31/2013,40.305421470000056,121.23391880899999
51329,SUTTER LAKESIDE HOSPITAL,OP-26,878,330,636,356,24,26,62,01/01/2013,12/31/2013,39.10477771700005,122.90855147099995
51331,SANTA YNEZ VALLEY COTTAGE HOSPITAL,OP-26,284,123,51,8,3,0,11,01/01/2013,12/31/2013,34.60242518100006,120.12720995499996
51332,MARK TWAIN MEDICAL CENTER,OP-26,154,0,420,303,263,0,22,01/01/2013,12/31/2013,38.19056539500008,120.67095028399996
51334,OJAI VALLEY COMMUNITY HOSPITAL,OP-26,223,0,179,80,2,1,5,01/01/2013,12/31/2013,34.44225717900002,119.26438406999995
60001,NORTH COLORADO MEDICAL CENTER,OP-26,3533,114,367,867,461,338,602,01/01/2013,12/31/2013,40.41386780700003,104.70932019199995
60003,LONGMONT UNITED HOSPITAL,OP-26,109,0,97,50,628,0,1765,01/01/2013,12/31/2013,40.18135807800007,105.12682070099999
60004,PLATTE VALLEY MEDICAL CENTER,OP-26,2124,23,569,972,325,325,123,01/01/2013,12/31/2013,39.96416908800006,104.77111821799997
60006,MONTROSE MEMORIAL HOSPITAL,OP-26,530,0,45,37,67,207,94,01/01/2013,12/31/2013,38.48050600200003,107.86925372499996
60008,SAN LUIS VALLEY HEALTH,OP-26,662,202,817,944,1227,83,126,01/01/2013,12/31/2013,37.47194814000005,105.88350733099998
60009,EXEMPLA LUTHERAN MEDICAL CENTER,OP-26,10452,0,421,10506,33710,2328,1985,01/01/2013,12/31/2013,39.76933321200005,105.08966076499996
60010,POUDRE VALLEY HOSPITAL,OP-26,922,0,128,1159,2787,136,453,01/01/2013,12/31/2013,40.57175000400008,105.05786469999998
60011,DENVER HEALTH MEDICAL CENTER,OP-26,2434,1386,477,2376,3203,673,404,01/01/2013,12/31/2013,39.72800316800004,104.99030296099994
60012,ST MARY CORWIN MED CTR, CENTURA HEALTH,OP-26,1485,0,3136,512,344,519,719,01/01/2013,12/31/2013,38.23316401900007,104.62429152299995
60013,MERCY REGIONAL MEDICAL CENTER,OP-26,428,0,16,41,112,96,274,01/01/2013,12/31/2013,37.23501841600006,107.82491737799995
60014,PRESBYTERIAN ST LUKES MEDICAL CENTER,OP-26,1181,276,959,1564,3072,243,640,01/01/2013,12/31/2013,39.746088231000044,104.96681023899998
60015,CENTURA HEALTH-ST ANTHONY  HOSPITAL,OP-26,0,464,1705,651,77,472,188,01/01/2013,12/31/2013,39.71791527500005,105.12914955199994
60016,CENTURA HEALTH-ST THOMAS MORE HOSPITAL,OP-26,665,0,61,111,179,96,13,01/01/2013,12/31/2013,38.455722725000044,105.22958004099996
60020,PARKVIEW MEDICAL CENTER INC,OP-26,4000,0,1404,859,1049,549,520,01/01/2013,12/31/2013,38.281690695000066,104.61188574499994
60022,UCH-MEMORIAL HEALTH SYSTEM,OP-26,2643,23,504,2242,4008,880,467,01/01/2013,12/31/2013,38.83884360400003,104.80032864499998
60023,ST MARYS HOSPITAL AND MEDICAL CENTER,OP-26,851,0,195,407,868,324,629,01/01/2013,12/31/2013,39.09118958100004,108.561634417
60024,UNIVERSITY OF COLORADO HOSPITAL ANSCHUTZ INPATIENT,OP-26,6562,4597,2804,7779,11024,5918,1241,01/01/2013,12/31/2013,39.74139999600004,104.84208914199996
60027,FOOTHILLS HOSPITAL - BOULDER COMMUNITY HEALTH,OP-26,282,883,67,884,0,265,3,01/01/2013,12/31/2013,40.01483711700007,105.23592388999998
60028,SAINT JOSEPH HOSPITAL,OP-26,12001,2,1855,7071,16805,3097,1728,01/01/2013,12/31/2013,39.746076446000075,104.96786461899995
60030,MCKEE MEDICAL CENTER,OP-26,593,177,33,349,337,117,127,01/01/2013,12/31/2013,40.413394407000055,105.05361842999997
60031,CENTURA HEALTH-PENROSE ST FRANCIS HEALTH SERVICES,OP-26,3139,0,685,1195,823,962,1209,01/01/2013,12/31/2013,38.86553175200004,104.82016624599999
60032,ROSE MEDICAL CENTER,OP-26,417,514,41,150,234,514,388,01/01/2013,12/31/2013,39.73105786700006,104.93452099799998
60034,HCA-HEALTHONE DBA SWEDISH MEDICAL CENTER,OP-26,1004,0,867,587,716,341,429,01/01/2013,12/31/2013,39.653198185000065,104.98121145699997
60036,ARKANSAS VALLEY REGIONAL MEDICAL CENTER,OP-26,1069,136,0,269,45,16,12,01/01/2013,12/31/2013,37.977581833000045,103.54878314299998
60043,KEEFE MEMORIAL HOSPITAL,OP-26,0,0,0,0,0,0,0,01/01/2013,12/31/2013,38.82574035700003,102.35566020999994
60044,COLORADO PLAINS MEDICAL CENTER,OP-26,309,0,116,210,457,173,21,01/01/2013,12/31/2013,40.259449507000056,103.79614690899996
60049,YAMPA VALLEY MEDICAL CENTER,OP-26,915,246,561,542,33,78,20,01/01/2013,12/31/2013,40.46218644000004,106.81497232599997
60054,COMMUNITY HOSPITAL,OP-26,966,167,513,640,118,121,48,01/01/2013,12/31/2013,39.08593100000007,108.55238630399998
60064,CENTURA HEALTH-PORTER ADVENTIST HOSPITAL,OP-26,591,3,824,2118,2991,64,648,01/01/2013,12/31/2013,39.67121065400005,104.97351651899999
60065,NORTH SUBURBAN MEDICAL CENTER,OP-26,1292,0,179,266,50,67,117,01/01/2013,12/31/2013,39.86331240100003,104.98312397999996
60071,DELTA COUNTY MEMORIAL HOSPITAL,OP-26,665,359,45,164,41,97,62,01/01/2013,12/31/2013,38.743207820000066,108.04691138299995
60075,VALLEY VIEW HOSPITAL ASSOCIATION,OP-26,1566,99,382,423,344,205,115,01/01/2013,12/31/2013,39.53285041500004,107.32276448599998
60076,STERLING REGIONAL MEDCENTER,OP-26,658,149,149,159,28,81,84,01/01/2013,12/31/2013,40.613643514000046,103.22061011299996
60096,VAIL VALLEY MEDICAL CENTER,OP-26,84,0,33,481,22,90,20,01/01/2013,12/31/2013,39.64283801900007,106.38126958299995
60100,MEDICAL CENTER OF AURORA, THE,OP-26,1238,112,1172,571,172,193,299,01/01/2013,12/31/2013,39.69122002800003,104.83118666899998
60103,CENTURA HEALTH-AVISTA ADVENTIST HOSPITAL,OP-26,1931,611,1426,121,43,278,92,01/01/2013,12/31/2013,39.95139719600007,105.15123179099999
60104,ST ANTHONY NORTH HOSP, CENTURA HEALTH,OP-26,416,0,115,1309,3233,33,171,01/01/2013,12/31/2013,39.95829536000008,104.99366058199996
60107,NATIONAL JEWISH HEALTH,OP-26,1868,0,0,350,39,0,249,01/01/2013,12/31/2013,39.73937273300004,104.94278861999999
60112,SKY RIDGE MEDICAL CENTER,OP-26,1811,4,546,298,178,431,456,01/01/2013,12/31/2013,39.528235479000045,104.87312604799996
60113,LITTLETON ADVENTIST HOSPITAL, CENTURA HEALTH ,OP-26,420,0,279,550,145,269,396,01/01/2013,12/31/2013,39.57701046400007,104.98842474099996
60114,PARKER ADVENTIST HOSPITAL,OP-26,888,0,198,179,107,393,134,01/01/2013,12/31/2013,39.54955851700004,104.76922405699997
60116,GOOD SAMARITAN MEDICAL CENTER LLC,OP-26,12345,261,981,5450,12691,3514,730,01/01/2013,12/31/2013,39.97239266500003,105.08768919199997
60117,ANIMAS SURGICAL HOSPITAL, LLC,OP-26,0,9,3,37,15,8,0,01/01/2013,12/31/2013,37.24839756000006,107.87061111299994
60118,ST ANTHONY SUMMIT MEDICAL CENTER,OP-26,27,0,18,115,22,24,6,01/01/2013,12/31/2013,39.56982601300007,106.07851635199995
60119,MEDICAL CENTER OF THE ROCKIES,OP-26,1434,0,242,409,694,174,545,01/01/2013,12/31/2013,40.415592805000074,105.00110459199999
60124,ORTHOCOLORADO HOSPITAL AT ST ANTHONY MED CAMPUS,OP-26,0,0,0,0,0,1,2,01/01/2013,12/31/2013,39.71791527500005,105.12933939099997
60125,CASTLE ROCK ADVENTIST HOSPITAL,OP-26,29,0,8,42,12,0,0,01/01/2013,12/31/2013,39.40667985700003,104.87706885499995
61301,RIO GRANDE HOSPITAL,OP-26,NA,NA,NA,NA,NA,NA,NA,01/01/2013,12/31/2013,37.67477822600006,106.36419291599998
61303,EAST MORGAN COUNTY HOSPITAL,OP-26,154,40,39,27,14,7,7,01/01/2013,12/31/2013,40.25470568700007,103.64928460299996
61305,MELISSA MEMORIAL HOSPITAL,OP-26,NA,NA,NA,NA,NA,NA,NA,01/01/2013,12/31/2013,40.578460482000025,102.29045661899994
61310,SEDGWICK COUNTY MEMORIAL HOSPITAL,OP-26,NA,NA,NA,NA,NA,NA,NA,01/01/2013,12/31/2013,40.99338000600005,102.26883071099996
61312,ESTES PARK MEDICAL CENTER,OP-26,NA,NA,NA,NA,NA,NA,NA,01/01/2013,12/31/2013,40.372215124000036,105.51423628399999
61313,KIT CARSON COUNTY MEMORIAL HOSPITAL,OP-26,NA,NA,NA,NA,NA,NA,NA,01/01/2013,12/31/2013,39.302859574000024,102.27084528299997
61314,MEMORIAL HOSPITAL, THE,OP-26,NA,NA,NA,NA,NA,NA,NA,01/01/2013,12/31/2013,40.52381737400003,107.56204621199998
61315,YUMA DISTRICT HOSPITAL,OP-26,NA,NA,NA,NA,NA,NA,NA,01/01/2013,12/31/2013,40.11847923000005,102.73621654799996
61316,SPANISH PEAKS REGIONAL HEALTH CENTER,OP-26,NA,NA,NA,NA,NA,NA,NA,01/01/2013,12/31/2013,37.599447816000065,104.83900960299997
61320,GUNNISON VALLEY HOSPITAL,OP-26,NA,NA,NA,NA,NA,NA,NA,01/01/2013,12/31/2013,38.55141166400006,106.92433539299998
61324,ASPEN VALLEY HOSPITAL,OP-26,NA,NA,NA,NA,NA,NA,NA,01/01/2013,12/31/2013,39.18997885500005,106.83776121699998
61325,PIONEERS MEDICAL CENTER,OP-26,NA,NA,NA,NA,NA,NA,NA,01/01/2013,12/31/2013,40.04113805600008,107.91120484899994
61327,SOUTHWEST MEMORIAL HOSPITAL,OP-26,NA,NA,NA,NA,NA,NA,NA,01/01/2013,12/31/2013,37.362210739000034,108.57274481899998
70002,ST FRANCIS HOSPITAL & MEDICAL CENTER,OP-26,5138,0,420,1027,1770,897,784,01/01/2013,12/31/2013,41.77487625500004,72.69947870499993
70003,DAY KIMBALL HOSPITAL,OP-26,2397,760,249,651,466,183,312,01/01/2013,12/31/2013,41.907582726000044,71.91479855199998
70004,SHARON HOSPITAL,OP-26,434,301,58,157,14,103,31,01/01/2013,12/31/2013,41.87964403700005,73.48078438899995
70005,WATERBURY HOSPITAL,OP-26,1526,0,409,845,1642,901,406,01/01/2013,12/31/2013,41.55812114500003,73.05999146399995
70006,STAMFORD HOSPITAL,OP-26,5219,194,1890,1857,4496,456,375,01/01/2013,12/31/2013,41.05476083100007,73.55382209699997
70007,LAWRENCE & MEMORIAL HOSPITAL,OP-26,3083,576,2950,1003,39,416,255,01/01/2013,12/31/2013,41.336250937000045,72.10292546099998
70008,JOHNSON MEMORIAL HOSPITAL,OP-26,1450,332,285,446,299,11,44,01/01/2013,12/31/2013,41.97745196100004,72.39029518899997
70010,BRIDGEPORT HOSPITAL,OP-26,4300,403,283,1123,1061,1251,242,01/01/2013,12/31/2013,41.18880621300008,73.16557905799993
70011,CHARLOTTE HUNGERFORD HOSPITAL,OP-26,791,323,928,388,196,337,496,01/01/2013,12/31/2013,41.79083588300006,73.13293155399998
70012,ROCKVILLE GENERAL HOSPITAL,OP-26,1710,270,486,307,10,159,165,01/01/2013,12/31/2013,41.86688365700007,72.45075279799994
70016,SAINT MARYS HOSPITAL,OP-26,2185,1269,390,909,95,510,373,01/01/2013,12/31/2013,41.55262454100006,73.03593669699995
